route,pageName,actor,domain,authRequirement,designReference,functionStatus,visualStatus,backendApiDependency,missingFunctionality,missingStates,adminCounterpart,partnerCounterpart,priority,estimatedEffort,blockers,sourceFile
"/:locale/lost-pets/:incidentId","PublicLostPetView","Public / member","Lost Pet","Public browse; session required for protected mutations where applicable","yes","B","C","Lost Pet / Storage / messaging","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","No admin lost-pet operations page","N/A","P2","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(public)/lost-pets/[incidentId]/page.tsx"
"/:locale/notifications","NotificationCenterView","Member","Notifications","Member session; local review bypass exists","yes","B","C","Notifications / SMS-email-push adapters","Production SMS/email/push delivery and scheduled care triggers are incomplete","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","No admin notification operations page","N/A","P1","S","SMS/email/push provider credentials","apps/web/app/[locale]/(app)/notifications/page.tsx"
"/:locale/notifications/preferences","NotificationPreferencesView","Member","Notifications","Member session; local review bypass exists","yes","B","C","Notifications / SMS-email-push adapters","Production SMS/email/push delivery and scheduled care triggers are incomplete","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","No admin notification operations page","N/A","P1","S","SMS/email/push provider credentials","apps/web/app/[locale]/(app)/notifications/preferences/page.tsx"
"/:locale/onboarding","OnboardingWizard","Member","Onboarding","Member session; local review bypass exists","yes","B","C","Onboarding / Pets / Households","Primary UI exists, but all actions and domain transitions are not accepted end to end","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","N/A","N/A","P2","S","Route-level design and QA acceptance","apps/web/app/[locale]/(app)/onboarding/page.tsx"
"/:locale/orders","MyOrdersView","Member","Orders","Member session; local review bypass exists","yes","B","C","Orders / Fulfillment / Refunds / Logistics","Primary UI exists, but all actions and domain transitions are not accepted end to end","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","No admin order operations page","Seller orders exists","P1","S","Route-level design and QA acceptance","apps/web/app/[locale]/(app)/orders/page.tsx"
"/:locale/orders/:id","OrderDetailView","Member","Orders","Member session; local review bypass exists","yes","B","C","Orders / Fulfillment / Refunds / Logistics","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","No admin order operations page","Seller orders exists","P1","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(app)/orders/[id]/page.tsx"
"/:locale/pets","MyPetsView","Member","Pets / Pet Profile","Member session; local review bypass exists","yes","B","C","Pets / Pet Access / Households","Primary UI exists, but all actions and domain transitions are not accepted end to end","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","Admin customer 360 only; no pet operations workspace","N/A","P2","S","Route-level design and QA acceptance","apps/web/app/[locale]/(app)/pets/page.tsx"
"/:locale/pets/:id","PetProfileView","Member","Pets / Pet Profile","Member session; local review bypass exists","yes","B","C","Pets / Pet Access / Households","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","Admin customer 360 only; no pet operations workspace","N/A","P2","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(app)/pets/[id]/page.tsx"
"/:locale/pets/:id/care","CareProfileView","Member","Care / Reminders","Member session; local review bypass exists","yes","B","C","Care Calendar / Care Profile / Notifications","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","N/A","N/A","P2","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(app)/pets/[id]/care/page.tsx"
"/:locale/pets/:id/health","HealthOverviewView","Member","Health","Member session; local review bypass exists","yes","B","C","Health / Clinical Health / Storage","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","N/A","N/A","P1","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(app)/pets/[id]/health/page.tsx"
"/:locale/pets/:id/health/advanced","AdvancedHealthOverviewView","Member","Health","Member session; local review bypass exists","yes","B","C","Health / Clinical Health / Storage","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","N/A","N/A","P1","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(app)/pets/[id]/health/advanced/page.tsx"
"/:locale/pets/:id/health/advanced/dental","HealthDentalView","Member","Health","Member session; local review bypass exists","yes","B","C","Health / Clinical Health / Storage","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","N/A","N/A","P1","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(app)/pets/[id]/health/advanced/dental/page.tsx"
"/:locale/pets/:id/health/advanced/discharge","HealthDischargeSummariesView","Member","Health","Member session; local review bypass exists","yes","B","C","Health / Clinical Health / Storage","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","N/A","N/A","P1","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(app)/pets/[id]/health/advanced/discharge/page.tsx"
"/:locale/pets/:id/health/advanced/documents","HealthDocumentsView","Member","Documents","Member session; local review bypass exists","yes","B","C","Clinical Health / Storage","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","N/A","N/A","P1","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(app)/pets/[id]/health/advanced/documents/page.tsx"
"/:locale/pets/:id/health/advanced/estimates","HealthEstimatesView","Member","Health","Member session; local review bypass exists","yes","B","C","Health / Clinical Health / Storage","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","N/A","N/A","P1","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(app)/pets/[id]/health/advanced/estimates/page.tsx"
"/:locale/pets/:id/health/advanced/imaging","HealthImagingView","Member","Health","Member session; local review bypass exists","yes","B","C","Health / Clinical Health / Storage","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","N/A","N/A","P1","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(app)/pets/[id]/health/advanced/imaging/page.tsx"
"/:locale/pets/:id/health/advanced/labs","HealthLabsView","Member","Health","Member session; local review bypass exists","yes","B","C","Health / Clinical Health / Storage","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","N/A","N/A","P1","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(app)/pets/[id]/health/advanced/labs/page.tsx"
"/:locale/pets/:id/health/advanced/nutrition","HealthNutritionView","Member","Health","Member session; local review bypass exists","yes","B","C","Health / Clinical Health / Storage","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","N/A","N/A","P1","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(app)/pets/[id]/health/advanced/nutrition/page.tsx"
"/:locale/pets/:id/health/advanced/observations","HealthObservationsView","Member","Health","Member session; local review bypass exists","yes","B","C","Health / Clinical Health / Storage","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","N/A","N/A","P1","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(app)/pets/[id]/health/advanced/observations/page.tsx"
"/:locale/pets/:id/health/advanced/referrals","HealthReferralsView","Member","Health","Member session; local review bypass exists","yes","B","C","Health / Clinical Health / Storage","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","N/A","N/A","P1","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(app)/pets/[id]/health/advanced/referrals/page.tsx"
"/:locale/pets/:id/health/advanced/rehab","HealthRehabView","Member","Health","Member session; local review bypass exists","yes","B","C","Health / Clinical Health / Storage","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","N/A","N/A","P1","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(app)/pets/[id]/health/advanced/rehab/page.tsx"
"/:locale/pets/:id/health/advanced/timeline","HealthTimelineView","Member","Health","Member session; local review bypass exists","yes","B","C","Health / Clinical Health / Storage","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","N/A","N/A","P1","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(app)/pets/[id]/health/advanced/timeline/page.tsx"
"/:locale/pets/:id/health/advanced/vitals","HealthVitalsView","Member","Health","Member session; local review bypass exists","yes","B","C","Health / Clinical Health / Storage","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","N/A","N/A","P1","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(app)/pets/[id]/health/advanced/vitals/page.tsx"
"/:locale/pets/:id/health/allergies","AllergiesView","Member","Health","Member session; local review bypass exists","yes","B","C","Health / Clinical Health / Storage","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","N/A","N/A","P1","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(app)/pets/[id]/health/allergies/page.tsx"
"/:locale/pets/:id/health/conditions","ConditionsView","Member","Health","Member session; local review bypass exists","yes","B","C","Health / Clinical Health / Storage","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","N/A","N/A","P1","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(app)/pets/[id]/health/conditions/page.tsx"
"/:locale/pets/:id/health/medications","MedicationsView","Member","Health","Member session; local review bypass exists","yes","B","C","Health / Clinical Health / Storage","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","N/A","N/A","P1","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(app)/pets/[id]/health/medications/page.tsx"
"/:locale/pets/:id/health/nutrition","NutritionBasicsView","Member","Health","Member session; local review bypass exists","yes","B","C","Health / Clinical Health / Storage","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","N/A","N/A","P1","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(app)/pets/[id]/health/nutrition/page.tsx"
"/:locale/pets/:id/health/vaccination","VaccinationSummaryView","Member","Health","Member session; local review bypass exists","yes","B","C","Health / Clinical Health / Storage","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","N/A","N/A","P1","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(app)/pets/[id]/health/vaccination/page.tsx"
"/:locale/pets/:id/insurance","PetInsuranceView","Public / member","Pets / Pet Profile","Public browse; session required for protected mutations where applicable","yes","B","C","Pets / Pet Access / Households","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","Admin customer 360 only; no pet operations workspace","N/A","P2","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(app)/pets/[id]/insurance/page.tsx"
"/:locale/pets/:id/life-timeline","LifeTimelineView","Member","Pets / Pet Profile","Member session; local review bypass exists","yes","B","C","Pets / Pet Access / Households","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","Admin customer 360 only; no pet operations workspace","N/A","P2","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(app)/pets/[id]/life-timeline/page.tsx"
"/:locale/pets/:id/lost","LostPetIncidentListView","Member","Lost Pet","Member session; local review bypass exists","yes","B","C","Lost Pet / Storage / messaging","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","No admin lost-pet operations page","N/A","P2","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(app)/pets/[id]/lost/page.tsx"
"/:locale/pets/:id/lost/:incidentId","LostPetIncidentDetailView","Member","Lost Pet","Member session; local review bypass exists","yes","B","C","Lost Pet / Storage / messaging","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","No admin lost-pet operations page","N/A","P2","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(app)/pets/[id]/lost/[incidentId]/page.tsx"
"/:locale/pets/:id/lost/report","ReportLostPetView","Member","Lost Pet","Member session; local review bypass exists","yes","B","C","Lost Pet / Storage / messaging","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","No admin lost-pet operations page","N/A","P2","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(app)/pets/[id]/lost/report/page.tsx"
"/:locale/pets/:id/memories","MemoriesListView","Member","Memories","Member session; local review bypass exists","yes","B","C","Memories / Storage","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","N/A","N/A","P2","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(app)/pets/[id]/memories/page.tsx"
"/:locale/pets/:id/memories/:memoryId","MemoryDetailView","Member","Memories","Member session; local review bypass exists","yes","B","C","Memories / Storage","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","N/A","N/A","P2","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(app)/pets/[id]/memories/[memoryId]/page.tsx"
"/:locale/pets/:id/memories/:memoryId/edit","EditMemoryView","Member","Memories","Member session; local review bypass exists","yes","B","C","Memories / Storage","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","N/A","N/A","P2","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(app)/pets/[id]/memories/[memoryId]/edit/page.tsx"
"/:locale/pets/:id/memories/new","CreateMemoryView","Member","Memories","Member session; local review bypass exists","yes","B","C","Memories / Storage","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","N/A","N/A","P2","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(app)/pets/[id]/memories/new/page.tsx"
"/:locale/pets/:id/travel","TravelHubView","Member","Pet Travel","Member session; local review bypass exists","yes","B","C","Travel readiness / Pets / Health","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","No admin travel operations page","Missing travel partner portal","P1","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(app)/pets/[id]/travel/page.tsx"
"/:locale/pets/:id/travel/:tripId","TripDetailView","Member","Pet Travel","Member session; local review bypass exists","yes","B","C","Travel readiness / Pets / Health","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","No admin travel operations page","Missing travel partner portal","P1","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(app)/pets/[id]/travel/[tripId]/page.tsx"
"/:locale/pets/:id/travel/new","NewTripView","Member","Pet Travel","Member session; local review bypass exists","yes","B","C","Travel readiness / Pets / Health","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","No admin travel operations page","Missing travel partner portal","P1","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(app)/pets/[id]/travel/new/page.tsx"
"/:locale/pets/:id/travel/passport","PetPassportReadinessView","Member","Pet Travel","Member session; local review bypass exists","yes","B","C","Travel readiness / Pets / Health","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","No admin travel operations page","Missing travel partner portal","P1","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(app)/pets/[id]/travel/passport/page.tsx"
"/:locale/pets/active","active","Member","Pets / Pet Profile","Member session; local review bypass exists","yes","B","C","Pets / Pet Access / Households","Primary UI exists, but all actions and domain transitions are not accepted end to end","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","Admin customer 360 only; no pet operations workspace","N/A","P2","S","Route-level design and QA acceptance","apps/web/app/[locale]/(app)/pets/active/page.tsx"
"/:locale/pets/new","AddPetView","Member","Pets / Pet Profile","Member session; local review bypass exists","yes","B","C","Pets / Pet Access / Households","Primary UI exists, but all actions and domain transitions are not accepted end to end","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","Admin customer 360 only; no pet operations workspace","N/A","P2","S","Route-level design and QA acceptance","apps/web/app/[locale]/(app)/pets/new/page.tsx"
"/:locale/places","PlacesListView","Public / member","Places","Public browse; session required for protected mutations where applicable","yes","B","C","Places / geospatial database","Primary UI exists, but all actions and domain transitions are not accepted end to end","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","No admin places page","N/A","P2","S","Route-level design and QA acceptance","apps/web/app/[locale]/(public)/places/page.tsx"
"/:locale/places/:placeId","PlaceDetailView","Public / member","Places","Public browse; session required for protected mutations where applicable","yes","B","C","Places / geospatial database","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","No admin places page","N/A","P2","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(public)/places/[placeId]/page.tsx"
"/:locale/places/favorites","PlacesFavoritesView","Public / member","Places","Public browse; session required for protected mutations where applicable","yes","B","C","Places / geospatial database","Primary UI exists, but all actions and domain transitions are not accepted end to end","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","No admin places page","N/A","P2","S","Route-level design and QA acceptance","apps/web/app/[locale]/(app)/places/favorites/page.tsx"
"/:locale/profile","MemberProfileView","Member","Profile","Member session; local review bypass exists","yes","B","C","Users / Households","Primary UI exists, but all actions and domain transitions are not accepted end to end","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","Admin customer 360 exists","N/A","P2","S","Route-level design and QA acceptance","apps/web/app/[locale]/(app)/profile/page.tsx"
"/:locale/provider","ProviderHomeView","Provider staff","Provider OS","Provider session/role; local review is read-only bypass","yes","B","C","Provider OS / Vet Panel / Booking / Clinical Health","Primary UI exists, but all actions and domain transitions are not accepted end to end","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","N/A","N/A","P1","M","Route-level design and QA acceptance","apps/web/app/[locale]/(provider)/provider/page.tsx"
"/:locale/provider/availability","ProviderAvailabilityView","Provider staff","Provider OS","Provider session/role; local review is read-only bypass","yes","B","C","Provider OS / Vet Panel / Booking / Clinical Health","Primary UI exists, but all actions and domain transitions are not accepted end to end","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","N/A","N/A","P1","M","Route-level design and QA acceptance","apps/web/app/[locale]/(provider)/provider/availability/page.tsx"
"/:locale/provider/bookings","ProviderBookingsView","Provider staff","Provider OS","Provider session/role; local review is read-only bypass","yes","B","C","Provider OS / Vet Panel / Booking / Clinical Health","Primary UI exists, but all actions and domain transitions are not accepted end to end","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","N/A","N/A","P1","M","Route-level design and QA acceptance","apps/web/app/[locale]/(provider)/provider/bookings/page.tsx"
"/:locale/provider/bookings/:id","ProviderBookingDetailView","Provider staff","Provider OS","Provider session/role; local review is read-only bypass","yes","B","C","Provider OS / Vet Panel / Booking / Clinical Health","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","N/A","N/A","P1","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(provider)/provider/bookings/[id]/page.tsx"
"/:locale/provider/calendar","ProviderScheduleView","Provider staff","Provider OS","Provider session/role; local review is read-only bypass","yes","B","C","Provider OS / Vet Panel / Booking / Clinical Health","Primary UI exists, but all actions and domain transitions are not accepted end to end","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","N/A","N/A","P1","M","Route-level design and QA acceptance","apps/web/app/[locale]/(provider)/provider/calendar/page.tsx"
"/:locale/provider/clinical","VetClinicalDashboardView","Provider staff","Provider OS","Provider session/role; local review is read-only bypass","yes","B","C","Provider OS / Vet Panel / Booking / Clinical Health","Primary UI exists, but all actions and domain transitions are not accepted end to end","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","N/A","N/A","P1","M","Route-level design and QA acceptance","apps/web/app/[locale]/(provider)/provider/clinical/page.tsx"
"/:locale/provider/hospitalizations/:hospitalizationId","VetTreatmentSheetView","Provider staff","Provider OS","Provider session/role; local review is read-only bypass","yes","B","C","Provider OS / Vet Panel / Booking / Clinical Health","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","N/A","N/A","P1","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(provider)/provider/hospitalizations/[hospitalizationId]/page.tsx"
"/:locale/provider/patients","VetPatientRegistryView","Provider staff","Provider OS","Provider session/role; local review is read-only bypass","yes","B","C","Provider OS / Vet Panel / Booking / Clinical Health","Primary UI exists, but all actions and domain transitions are not accepted end to end","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","N/A","N/A","P1","M","Route-level design and QA acceptance","apps/web/app/[locale]/(provider)/provider/patients/page.tsx"
"/:locale/provider/patients/:petId","VetPatientRecordView","Provider staff","Provider OS","Provider session/role; local review is read-only bypass","yes","B","C","Provider OS / Vet Panel / Booking / Clinical Health","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","N/A","N/A","P1","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(provider)/provider/patients/[petId]/page.tsx"
"/:locale/provider/services","ProviderServicesView","Provider staff","Provider OS","Provider session/role; local review is read-only bypass","yes","B","C","Provider OS / Vet Panel / Booking / Clinical Health","Primary UI exists, but all actions and domain transitions are not accepted end to end","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","N/A","N/A","P1","M","Route-level design and QA acceptance","apps/web/app/[locale]/(provider)/provider/services/page.tsx"
"/:locale/provider/team","ProviderTeamView","Provider staff","Provider OS","Provider session/role; local review is read-only bypass","yes","B","C","Provider OS / Vet Panel / Booking / Clinical Health","Primary UI exists, but all actions and domain transitions are not accepted end to end","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","N/A","N/A","P1","M","Route-level design and QA acceptance","apps/web/app/[locale]/(provider)/provider/team/page.tsx"
"/:locale/provider/visits/:id","ProviderClinicalVisitView","Provider staff","Provider OS","Provider session/role; local review is read-only bypass","yes","B","C","Provider OS / Vet Panel / Booking / Clinical Health","Dynamic ID, not-found, authorization and mutation path need route-level end-to-end acceptance","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error, not-found and forbidden states not all verified","N/A","N/A","P1","M","Deterministic seeded IDs and role-scoped test fixtures","apps/web/app/[locale]/(provider)/provider/visits/[id]/page.tsx"
"/:locale/register","register","Guest / member","Auth","Public browse; session required for protected mutations where applicable","yes","B","C","Auth / Users / external OTP-email-OAuth adapters","Production OTP/email and OAuth credentials/integration acceptance remain","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","N/A","N/A","P2","S","SMS/email/OAuth provider credentials and production callback configuration","apps/web/app/[locale]/(auth)/register/page.tsx"
"/:locale/seller","SellerDashboardView","Seller staff","Seller OS","Seller session/role; local review is read-only bypass","yes","B","C","Seller OS / Orders / Inventory / Finance / Marketplace","Primary UI exists, but all actions and domain transitions are not accepted end to end","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","N/A","N/A","P1","M","Route-level design and QA acceptance","apps/web/app/[locale]/(seller)/seller/page.tsx"
"/:locale/seller/channels","SellerChannelsView","Seller staff","Seller OS","Seller session/role; local review is read-only bypass","yes","B","C","Seller OS / Orders / Inventory / Finance / Marketplace","Torob/Digikala production connectors are unimplemented","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","N/A","N/A","P1","M","Official marketplace partner APIs and credentials","apps/web/app/[locale]/(seller)/seller/channels/page.tsx"
"/:locale/seller/finance","SellerFinanceView","Seller staff","Seller OS","Seller session/role; local review is read-only bypass","yes","B","C","Seller OS / Orders / Inventory / Finance / Marketplace","Primary UI exists, but all actions and domain transitions are not accepted end to end","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","N/A","N/A","P1","M","Route-level design and QA acceptance","apps/web/app/[locale]/(seller)/seller/finance/page.tsx"
"/:locale/seller/finance/settlements","SellerSettlementsView","Seller staff","Seller OS","Seller session/role; local review is read-only bypass","yes","B","C","Seller OS / Orders / Inventory / Finance / Marketplace","Primary UI exists, but all actions and domain transitions are not accepted end to end","Desktop/mobile and Persian/English acceptance is incomplete; loading, empty, error and permission states not all verified","N/A","N/A","P1","M","Route-level design and QA acceptance","apps/web/app/[locale]/(seller)/seller/finance/settlements/page.tsx"
